"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"February"	"2"	180
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"March"	"3"	174
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"April"	"4"	164
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"May"	"5"	199
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"June"	"6"	159
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"July"	"7"	190
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"August"	"8"	206
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"September"	"9"	198
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"October"	"10"	187
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"November"	"11"	159
	"Mohave County, AZ"	"04015"	"2010"	"2010"	"December"	"12"	170
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"January"	"1"	161
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"February"	"2"	162
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"March"	"3"	179
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"April"	"4"	154
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"May"	"5"	172
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"June"	"6"	180
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"July"	"7"	173
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"August"	"8"	181
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"September"	"9"	175
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"October"	"10"	160
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"November"	"11"	157
	"Mohave County, AZ"	"04015"	"2011"	"2011"	"December"	"12"	192
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"January"	"1"	179
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"February"	"2"	136
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"March"	"3"	171
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"April"	"4"	153
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"May"	"5"	156
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"June"	"6"	164
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"July"	"7"	172
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"August"	"8"	169
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"September"	"9"	164
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"October"	"10"	168
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"November"	"11"	148
	"Mohave County, AZ"	"04015"	"2012"	"2012"	"December"	"12"	154
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"January"	"1"	156
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"February"	"2"	167
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"March"	"3"	138
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"April"	"4"	168
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"May"	"5"	147
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"June"	"6"	148
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"July"	"7"	161
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"August"	"8"	168
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"September"	"9"	151
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"October"	"10"	154
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"November"	"11"	156
	"Mohave County, AZ"	"04015"	"2013"	"2013"	"December"	"12"	170
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"January"	"1"	165
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"February"	"2"	146
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"March"	"3"	148
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"April"	"4"	156
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"May"	"5"	138
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"June"	"6"	152
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"July"	"7"	176
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"August"	"8"	167
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"September"	"9"	173
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"October"	"10"	145
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"November"	"11"	142
	"Mohave County, AZ"	"04015"	"2014"	"2014"	"December"	"12"	161
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"January"	"1"	176
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"February"	"2"	131
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"March"	"3"	155
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"April"	"4"	145
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"May"	"5"	150
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"June"	"6"	148
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"July"	"7"	160
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"August"	"8"	142
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"September"	"9"	164
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"October"	"10"	170
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"November"	"11"	167
	"Mohave County, AZ"	"04015"	"2015"	"2015"	"December"	"12"	144
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"January"	"1"	135
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"February"	"2"	124
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"March"	"3"	134
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"April"	"4"	128
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"May"	"5"	127
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"June"	"6"	125
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"July"	"7"	141
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"August"	"8"	150
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"September"	"9"	150
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"October"	"10"	128
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"November"	"11"	139
	"Navajo County, AZ"	"04017"	"2014"	"2014"	"December"	"12"	136
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"January"	"1"	118
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"February"	"2"	116
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"March"	"3"	134
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"April"	"4"	113
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"May"	"5"	135
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"June"	"6"	122
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"July"	"7"	153
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"August"	"8"	142
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"September"	"9"	116
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"October"	"10"	143
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"November"	"11"	120
	"Navajo County, AZ"	"04017"	"2015"	"2015"	"December"	"12"	130
	"Pima County, AZ"	"04019"	"2007"	"2007"	"January"	"1"	1168
	"Pima County, AZ"	"04019"	"2007"	"2007"	"February"	"2"	1064
	"Pima County, AZ"	"04019"	"2007"	"2007"	"March"	"3"	1095
	"Pima County, AZ"	"04019"	"2007"	"2007"	"April"	"4"	1095
	"Pima County, AZ"	"04019"	"2007"	"2007"	"May"	"5"	1093
	"Pima County, AZ"	"04019"	"2007"	"2007"	"June"	"6"	1115
	"Pima County, AZ"	"04019"	"2007"	"2007"	"July"	"7"	1191
	"Pima County, AZ"	"04019"	"2007"	"2007"	"August"	"8"	1296
	"Pima County, AZ"	"04019"	"2007"	"2007"	"September"	"9"	1201
	"Pima County, AZ"	"04019"	"2007"	"2007"	"October"	"10"	1270
	"Pima County, AZ"	"04019"	"2007"	"2007"	"November"	"11"	1102
	"Pima County, AZ"	"04019"	"2007"	"2007"	"December"	"12"	1129
	"Pima County, AZ"	"04019"	"2008"	"2008"	"January"	"1"	1251
	"Pima County, AZ"	"04019"	"2008"	"2008"	"February"	"2"	1128
	"Pima County, AZ"	"04019"	"2008"	"2008"	"March"	"3"	1053
	"Pima County, AZ"	"04019"	"2008"	"2008"	"April"	"4"	1032
	"Pima County, AZ"	"04019"	"2008"	"2008"	"May"	"5"	1131
	"Pima County, AZ"	"04019"	"2008"	"2008"	"June"	"6"	1022
	"Pima County, AZ"	"04019"	"2008"	"2008"	"July"	"7"	1147
	"Pima County, AZ"	"04019"	"2008"	"2008"	"August"	"8"	1195
	"Pima County, AZ"	"04019"	"2008"	"2008"	"September"	"9"	1210
	"Pima County, AZ"	"04019"	"2008"	"2008"	"October"	"10"	1141
	"Pima County, AZ"	"04019"	"2008"	"2008"	"November"	"11"	1048
	"Pima County, AZ"	"04019"	"2008"	"2008"	"December"	"12"	1163
	"Pima County, AZ"	"04019"	"2009"	"2009"	"January"	"1"	1103
	"Pima County, AZ"	"04019"	"2009"	"2009"	"February"	"2"	1032
	"Pima County, AZ"	"04019"	"2009"	"2009"	"March"	"3"	1137
	"Pima County, AZ"	"04019"	"2009"	"2009"	"April"	"4"	1060
	"Pima County, AZ"	"04019"	"2009"	"2009"	"May"	"5"	1027
	"Pima County, AZ"	"04019"	"2009"	"2009"	"June"	"6"	1038
	"Pima County, AZ"	"04019"	"2009"	"2009"	"July"	"7"	1106
	"Pima County, AZ"	"04019"	"2009"	"2009"	"August"	"8"	1165
	"Pima County, AZ"	"04019"	"2009"	"2009"	"September"	"9"	1114
	"Pima County, AZ"	"04019"	"2009"	"2009"	"October"	"10"	1103
	"Pima County, AZ"	"04019"	"2009"	"2009"	"November"	"11"	986
	"Pima County, AZ"	"04019"	"2009"	"2009"	"December"	"12"	997
	"Pima County, AZ"	"04019"	"2010"	"2010"	"January"	"1"	1042
	"Pima County, AZ"	"04019"	"2010"	"2010"	"February"	"2"	947
	"Pima County, AZ"	"04019"	"2010"	"2010"	"March"	"3"	1063
	"Pima County, AZ"	"04019"	"2010"	"2010"	"April"	"4"	954
	"Pima County, AZ"	"04019"	"2010"	"2010"	"May"	"5"	954
	"Pima County, AZ"	"04019"	"2010"	"2010"	"June"	"6"	978
	"Pima County, AZ"	"04019"	"2010"	"2010"	"July"	"7"	994
	"Pima County, AZ"	"04019"	"2010"	"2010"	"August"	"8"	1059
	"Pima County, AZ"	"04019"	"2010"	"2010"	"September"	"9"	1166
	"Pima County, AZ"	"04019"	"2010"	"2010"	"October"	"10"	1020
	"Pima County, AZ"	"04019"	"2010"	"2010"	"November"	"11"	994
	"Pima County, AZ"	"04019"	"2010"	"2010"	"December"	"12"	1013
	"Pima County, AZ"	"04019"	"2011"	"2011"	"January"	"1"	984
	"Pima County, AZ"	"04019"	"2011"	"2011"	"February"	"2"	904
	"Pima County, AZ"	"04019"	"2011"	"2011"	"March"	"3"	1016
	"Pima County, AZ"	"04019"	"2011"	"2011"	"April"	"4"	968
	"Pima County, AZ"	"04019"	"2011"	"2011"	"May"	"5"	897
	"Pima County, AZ"	"04019"	"2011"	"2011"	"June"	"6"	1025
	"Pima County, AZ"	"04019"	"2011"	"2011"	"July"	"7"	1001
	"Pima County, AZ"	"04019"	"2011"	"2011"	"August"	"8"	1095
	"Pima County, AZ"	"04019"	"2011"	"2011"	"September"	"9"	1051
	"Pima County, AZ"	"04019"	"2011"	"2011"	"October"	"10"	1017
	"Pima County, AZ"	"04019"	"2011"	"2011"	"November"	"11"	1000
	"Pima County, AZ"	"04019"	"2011"	"2011"	"December"	"12"	935
	"Pima County, AZ"	"04019"	"2012"	"2012"	"January"	"1"	943
	"Pima County, AZ"	"04019"	"2012"	"2012"	"February"	"2"	944
	"Pima County, AZ"	"04019"	"2012"	"2012"	"March"	"3"	980
	"Pima County, AZ"	"04019"	"2012"	"2012"	"April"	"4"	897
	"Pima County, AZ"	"04019"	"2012"	"2012"	"May"	"5"	955
	"Pima County, AZ"	"04019"	"2012"	"2012"	"June"	"6"	956
	"Pima County, AZ"	"04019"	"2012"	"2012"	"July"	"7"	1018
	"Pima County, AZ"	"04019"	"2012"	"2012"	"August"	"8"	1080
	"Pima County, AZ"	"04019"	"2012"	"2012"	"September"	"9"	1085
	"Pima County, AZ"	"04019"	"2012"	"2012"	"October"	"10"	1084
	"Pima County, AZ"	"04019"	"2012"	"2012"	"November"	"11"	982
	"Pima County, AZ"	"04019"	"2012"	"2012"	"December"	"12"	993
	"Pima County, AZ"	"04019"	"2013"	"2013"	"January"	"1"	983
	"Pima County, AZ"	"04019"	"2013"	"2013"	"February"	"2"	868
	"Pima County, AZ"	"04019"	"2013"	"2013"	"March"	"3"	1003
	"Pima County, AZ"	"04019"	"2013"	"2013"	"April"	"4"	972
	"Pima County, AZ"	"04019"	"2013"	"2013"	"May"	"5"	984
	"Pima County, AZ"	"04019"	"2013"	"2013"	"June"	"6"	929
	"Pima County, AZ"	"04019"	"2013"	"2013"	"July"	"7"	1057
	"Pima County, AZ"	"04019"	"2013"	"2013"	"August"	"8"	1023
	"Pima County, AZ"	"04019"	"2013"	"2013"	"September"	"9"	1054
	"Pima County, AZ"	"04019"	"2013"	"2013"	"October"	"10"	1053
	"Pima County, AZ"	"04019"	"2013"	"2013"	"November"	"11"	1041
	"Pima County, AZ"	"04019"	"2013"	"2013"	"December"	"12"	1027
	"Pima County, AZ"	"04019"	"2014"	"2014"	"January"	"1"	1032
	"Pima County, AZ"	"04019"	"2014"	"2014"	"February"	"2"	906
	"Pima County, AZ"	"04019"	"2014"	"2014"	"March"	"3"	967
	"Pima County, AZ"	"04019"	"2014"	"2014"	"April"	"4"	918
	"Pima County, AZ"	"04019"	"2014"	"2014"	"May"	"5"	958
	"Pima County, AZ"	"04019"	"2014"	"2014"	"June"	"6"	957
	"Pima County, AZ"	"04019"	"2014"	"2014"	"July"	"7"	1066
	"Pima County, AZ"	"04019"	"2014"	"2014"	"August"	"8"	1096
	"Pima County, AZ"	"04019"	"2014"	"2014"	"September"	"9"	987
	"Pima County, AZ"	"04019"	"2014"	"2014"	"October"	"10"	1039
	"Pima County, AZ"	"04019"	"2014"	"2014"	"November"	"11"	922
	"Pima County, AZ"	"04019"	"2014"	"2014"	"December"	"12"	1016
	"Pima County, AZ"	"04019"	"2015"	"2015"	"January"	"1"	953
	"Pima County, AZ"	"04019"	"2015"	"2015"	"February"	"2"	888
	"Pima County, AZ"	"04019"	"2015"	"2015"	"March"	"3"	929
	"Pima County, AZ"	"04019"	"2015"	"2015"	"April"	"4"	931
	"Pima County, AZ"	"04019"	"2015"	"2015"	"May"	"5"	941
	"Pima County, AZ"	"04019"	"2015"	"2015"	"June"	"6"	954
	"Pima County, AZ"	"04019"	"2015"	"2015"	"July"	"7"	947
	"Pima County, AZ"	"04019"	"2015"	"2015"	"August"	"8"	975
	"Pima County, AZ"	"04019"	"2015"	"2015"	"September"	"9"	1044
	"Pima County, AZ"	"04019"	"2015"	"2015"	"October"	"10"	1043
	"Pima County, AZ"	"04019"	"2015"	"2015"	"November"	"11"	944
	"Pima County, AZ"	"04019"	"2015"	"2015"	"December"	"12"	951
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"January"	"1"	421
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"February"	"2"	410
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"March"	"3"	434
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"April"	"4"	364
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"May"	"5"	395
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"June"	"6"	427
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"July"	"7"	485
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"August"	"8"	440
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"September"	"9"	452
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"October"	"10"	488
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"November"	"11"	472
	"Pinal County, AZ"	"04021"	"2007"	"2007"	"December"	"12"	502
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"January"	"1"	477
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"February"	"2"	471
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"March"	"3"	486
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"April"	"4"	421
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"May"	"5"	476
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"June"	"6"	433
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"July"	"7"	529
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"August"	"8"	503
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"September"	"9"	522
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"October"	"10"	492
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"November"	"11"	462
	"Pinal County, AZ"	"04021"	"2008"	"2008"	"December"	"12"	465
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"January"	"1"	454
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"February"	"2"	423
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"March"	"3"	484
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"April"	"4"	388
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"May"	"5"	410
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"June"	"6"	426
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"July"	"7"	458
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"August"	"8"	480
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"September"	"9"	464
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"October"	"10"	463
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"November"	"11"	429
	"Pinal County, AZ"	"04021"	"2009"	"2009"	"December"	"12"	436
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"January"	"1"	423
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"February"	"2"	385
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"March"	"3"	443
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"April"	"4"	387
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"May"	"5"	395
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"June"	"6"	385
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"July"	"7"	403
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"August"	"8"	503
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"September"	"9"	440
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"October"	"10"	432
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"November"	"11"	370
	"Pinal County, AZ"	"04021"	"2010"	"2010"	"December"	"12"	432
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"January"	"1"	409
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"February"	"2"	410
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"March"	"3"	422
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"April"	"4"	363
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"May"	"5"	324
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"June"	"6"	387
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"July"	"7"	403
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"August"	"8"	371
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"September"	"9"	409
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"October"	"10"	356
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"November"	"11"	350
	"Pinal County, AZ"	"04021"	"2011"	"2011"	"December"	"12"	407
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"January"	"1"	367
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"February"	"2"	363
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"March"	"3"	369
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"April"	"4"	371
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"May"	"5"	399
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"June"	"6"	347
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"July"	"7"	413
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"August"	"8"	408
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"September"	"9"	418
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"October"	"10"	422
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"November"	"11"	394
	"Pinal County, AZ"	"04021"	"2012"	"2012"	"December"	"12"	398
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"January"	"1"	389
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"February"	"2"	351
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"March"	"3"	386
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"April"	"4"	326
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"May"	"5"	360
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"June"	"6"	355
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"July"	"7"	391
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"August"	"8"	429
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"September"	"9"	404
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"October"	"10"	400
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"November"	"11"	379
	"Pinal County, AZ"	"04021"	"2013"	"2013"	"December"	"12"	405
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"January"	"1"	379
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"February"	"2"	321
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"March"	"3"	369
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"April"	"4"	353
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"May"	"5"	364
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"June"	"6"	338
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"July"	"7"	411
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"August"	"8"	438
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"September"	"9"	399
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"October"	"10"	393
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"November"	"11"	345
	"Pinal County, AZ"	"04021"	"2014"	"2014"	"December"	"12"	381
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"January"	"1"	375
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"February"	"2"	355
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"March"	"3"	354
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"April"	"4"	351
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"May"	"5"	348
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"June"	"6"	341
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"July"	"7"	335
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"August"	"8"	406
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"September"	"9"	413
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"October"	"10"	395
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"November"	"11"	369
	"Pinal County, AZ"	"04021"	"2015"	"2015"	"December"	"12"	409
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"January"	"1"	199
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"February"	"2"	181
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"March"	"3"	208
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"April"	"4"	200
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"May"	"5"	211
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"June"	"6"	202
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"July"	"7"	200
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"August"	"8"	232
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"September"	"9"	216
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"October"	"10"	184
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"November"	"11"	194
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	"December"	"12"	189
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"January"	"1"	190
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"February"	"2"	194
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"March"	"3"	189
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"April"	"4"	186
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"May"	"5"	184
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"June"	"6"	169
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"July"	"7"	200
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"August"	"8"	178
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"September"	"9"	190
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"October"	"10"	203
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"November"	"11"	154
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	"December"	"12"	178
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"January"	"1"	173
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"February"	"2"	152
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"March"	"3"	184
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"April"	"4"	188
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"May"	"5"	183
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"June"	"6"	160
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"July"	"7"	198
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"August"	"8"	180
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"September"	"9"	169
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"October"	"10"	173
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"November"	"11"	142
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	"December"	"12"	162
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"January"	"1"	152
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"February"	"2"	142
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"March"	"3"	170
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"April"	"4"	152
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"May"	"5"	140
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"June"	"6"	167
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"July"	"7"	172
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"August"	"8"	145
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"September"	"9"	163
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"October"	"10"	161
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"November"	"11"	124
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	"December"	"12"	139
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"January"	"1"	145
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"February"	"2"	136
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"March"	"3"	174
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"April"	"4"	154
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"May"	"5"	155
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"June"	"6"	176
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	"July"	"7"	138
